id,loan_type,ticker,cpn,pik_margin,libor_floor,date_issued,maturity,curr,amt_out,covi_lite
BL275454,TERM,ENLK,425,0,0,7/18/2018,7/18/2025,USD,1000000000,N
BL275777,TERM,WECHOL,375,0,75,8/1/2018,8/1/2025,USD,3260000000,#N/A N/A
BL276610,TERM,PAY,400,0,0,8/20/2018,8/20/2025,USD,2425000000,Y
BL276648,TERM,APPLOV,375,0,0,8/15/2018,8/15/2025,USD,1570000000,Y
BL276826,TERM,SIGRP,475,0,0,10/16/2018,10/16/2025,USD,1725000000,Y
BL276900,TERM,LTIBOY,350,0,0,9/6/2018,9/6/2025,USD,1550000000,Y
BL276960,TERM,BRKMAN,250,0,0,8/15/2018,8/15/2025,USD,1297000000,Y
BL277057,TERM,VCVHHO,450,0,0,8/27/2018,8/27/2025,USD,3515000000,#N/A N/A
BL277177,TERM,BJ,300,0,0,8/13/2018,2/3/2024,USD,1537733909,Y
BL277332,TERM,SRG,#N/A N/A,0,#N/A N/A,7/31/2018,7/31/2023,USD,1600000000,N
BL277400,TERM,CWK,325,0,0,8/21/2018,8/21/2025,USD,3510000000,Y
BL277509,TERM,LDOS,175,0,0,8/22/2018,8/22/2025,USD,1374306291,Y
BL277632,TERM,STWD,150,0,0,9/19/2018,8/7/2021,USD,2127882257,N
BL277689,TERM,SSNC,225,0,0,10/1/2018,4/16/2025,USD,10593094684,Y
BL277717,TERM,DNB,500,0,0,2/8/2019,2/8/2026,USD,2930000000,Y
BL278129,TERM,UNFI,425,0,0,10/22/2018,10/22/2025,USD,1800000000,Y
BL278225,TERM,WEB,375,0,0,10/11/2018,10/11/2025,USD,1270000000,Y
BL278420,TERM,STADCO,200,0,#N/A N/A,6/29/2018,6/29/2023,USD,2250000000,#N/A N/A
BL279056,TERM,SPCHEM,325,0,0,10/1/2018,10/1/2025,USD,7236560000,Y
BL279264,DELAY-DRAW TERM,DM,137.5,0,#N/A N/A,9/25/2018,9/25/2021,USD,3000000000,N
BL279559,TERM,RGCARE,450,0,0,11/16/2018,11/16/2025,USD,3550000000,Y
BL279673,TERM,CCMP,225,0,0,11/15/2018,11/15/2025,USD,1265000000,Y
BL279790,TERM,SAIC,175,0,0,10/31/2018,10/31/2025,USD,3118000000,Y
BL280251,TERM,MESIND,250,0,0,3/1/2019,3/1/2026,USD,3300000000,Y
BL280344,TERM,SO,#N/A N/A,0,#N/A N/A,8/24/2018,8/23/2019,USD,1500000000,N
BL281227,TERM,JANSTR,300,0,0,10/3/2018,8/25/2022,USD,1519354000,#N/A N/A
BL281230,TERM,NEPBRO,325,0,0,10/19/2018,10/20/2025,USD,2101368063,N
BL281393,TERM,THO,375,0,0,2/1/2019,2/1/2026,USD,2093968047,Y
BL281716,TERM,EDR,#N/A N/A,#N/A N/A,#N/A N/A,9/20/2018,9/20/2019,USD,2694000000,N
BL282154,TERM,DIGICT,400,0,0,9/28/2018,10/31/2024,USD,1536625000,Y
BL282346,TERM,CSCHLD,225,0,0,10/15/2018,1/15/2026,USD,9837500000,N
BL282449,TERM,REDVEN,300,0,0,11/9/2018,11/8/2024,USD,2760000000,N
BL282719,TERM,CISN,275,0,0,10/22/2018,6/16/2023,USD,1433396375,Y
BL282786,TERM,HDSUPP,175,0,0,10/22/2018,10/17/2023,USD,1070000000,Y
BL282828,TERM,HSI,350,0,75,10/31/2018,7/1/2024,USD,2563000000,Y
BL282856,TERM,NXST,225,0,0,10/26/2018,1/17/2024,USD,6191500445,Y
BL282871,TERM,SEM,250,0,0,10/26/2018,3/6/2025,USD,2597750000,N
BL282872,TERM,CONCEN,275,0,0,10/26/2018,6/1/2022,USD,1340297917,N
BL283048,TERM,SEDGEW,325,0,0,12/31/2018,12/31/2025,USD,4105000000,Y
BL283140,TERM,FCE,400,0,0,12/7/2018,12/7/2025,USD,1650000000,Y
BL283150,TERM,MDP,275,0,0,10/26/2018,1/31/2025,USD,3008000000,Y
BL283223,TERM,DK,225,0,0,10/26/2018,3/30/2025,USD,1288950000,Y
BL283316,TERM,MCAFEE,375,0,0,11/1/2018,9/29/2024,USD,4144602360,Y
BL283330,TERM,ARNBLE,275,0,#N/A N/A,10/31/2018,12/1/2024,USD,1810000000,Y
BL283512,TERM,IRIC,450,0,0,12/3/2018,12/3/2025,USD,1370000000,Y
BL283540,TERM,ALBLLC,300,0,75,11/16/2018,11/16/2025,USD,4735000000,Y
BL283894,TERM,UHS,137.5,0,0,10/23/2018,10/23/2023,USD,3500000000,N
BL284033,DELAY-DRAW TERM,SAIC,150,0,0,10/31/2018,10/31/2023,USD,3118000000,N
BL284165,TERM,ROCSOF,425,0,0,11/28/2018,12/31/2025,USD,1425000000,Y
BL284253,TERM,EDGGEN,375,0,0,12/13/2018,12/13/2025,USD,1425000000,Y
BL284815,TERM,BHCCN,275,0,0,11/27/2018,11/27/2025,USD,7290027633,N
BL284931,TERM,COMM,325,0,0,4/4/2019,4/4/2026,USD,3200000000,Y
BL285059,DELAY-DRAW TERM,IIVI,200,0,0,3/4/2019,9/24/2024,USD,2505000000,N
BL285067,TERM,AVTR,375,0,100,11/27/2018,11/21/2024,USD,3309232375,Y
BL285266,TERM,VIRT,350,0,0,3/1/2019,3/1/2026,USD,2025000000,N
BL285328,TERM,ATHN,450,0,0,2/11/2019,2/11/2026,USD,4060000000,#N/A N/A
BL285458,TERM,MIC,375,0,0,12/6/2018,12/6/2025,USD,1035000000,N
BL285485,TERM,FLT,150,0,0,12/19/2018,12/19/2023,USD,4403000000,N
BL285601,TERM,VCTR,325,0,0,7/1/2019,7/1/2026,USD,1200000000,N
BL285607,TERM,S,300,0,75,11/26/2018,2/3/2024,USD,8000000000,N
BL287002,TERM,NXST,275,0,0,9/19/2019,9/19/2026,USD,6191500445,Y
BL288292,TERM,HOLX,137.5,0,0,12/17/2018,12/15/2023,USD,3000000000,N
BL289775,TERM,PRSP,150,0,0,12/12/2018,5/31/2023,USD,3030375000,N
BL291303,TERM,CHHOLD,350,0,0,2/5/2019,2/5/2026,USD,2150000000,Y
BL291377,TERM,ABEGET,450,0,0,2/19/2019,2/19/2026,USD,1630300000,Y
BL291417,TERM,DAEAVI,400,0,0,4/4/2019,4/8/2026,USD,2295000000,Y
BL291890,TERM,EPICRU,500,0,0,3/1/2019,3/1/2026,USD,1075000000,N
BL292069,TERM,MENTOR,425,0,0,3/8/2019,3/8/2026,USD,1278212500,#N/A N/A
BL292293,TERM,BRIHEA,450,0,0,3/5/2019,3/5/2026,USD,2120000000,Y
BL292721,TERM,CSCHLD,300,0,0,2/7/2019,4/15/2027,USD,9337500000,N
BL292894,TERM,CHTR,150,0,0,1/24/2019,3/29/2024,USD,15523524997,N
BL293381,TERM,TGE,475,0,0,3/11/2019,3/11/2026,USD,1530000000,N
BL293839,TERM,NMG,600,0,150,6/7/2019,10/25/2023,USD,5718064480,Y
BL293840,PIK TERM,NMG,550,100,150,6/7/2019,10/25/2023,USD,5718064480,Y
BL294010,TERM,AMC,300,0,0,4/22/2019,4/22/2026,USD,2225000000,Y
BL294352,TERM,CITPET,500,0,100,3/28/2019,3/28/2024,USD,1200000000,N
BL294485,TERM,SVMSTR,375,0,100,3/19/2019,3/19/2026,USD,1161000000,#N/A N/A
BL294854,TERM,ELLI,400,0,0,4/17/2019,4/17/2026,USD,1390000000,Y
BL295461,TERM,SYNH,150,0,0,3/26/2019,3/26/2024,USD,4948990540,N
BL295514,TERM,TERMED,425,0,0,12/17/2019,12/17/2026,USD,2500000000,#N/A N/A
BL295940,TERM,SPLS,500,0,0,4/16/2019,4/12/2026,USD,2300000000,Y
BL296173,TERM,ULTI,375,0,0,5/3/2019,5/3/2026,USD,5670000000,Y
BL296934,TERM,ORYSOU,400,0,0,5/22/2019,5/22/2026,USD,1650000000,N
BL297911,TERM,ZUFFAL,325,0,100,4/29/2019,4/29/2026,USD,2693762500,Y
BL298052,TERM,PCIGAM,300,0,0,5/31/2019,5/31/2026,USD,1400000000,#N/A N/A
BL298137,TERM,PETM,425,0,100,4/17/2019,3/11/2022,USD,8107314496,Y
BL298518,TERM,IHRT,400,0,0,5/1/2019,5/1/2026,USD,3487360000,Y
BL298746,TERM,WEX,225,0,0,5/17/2019,5/17/2026,USD,3322500000,N
BL299028,TERM,AUTDAT,350,0,0,5/30/2019,5/30/2026,USD,1310000000,#N/A N/A
BL299117,TERM,ADVGRO,500,0,0,8/1/2019,8/1/2026,USD,1825000000,#N/A N/A
BL299490,TERM,BERY,250,0,0,7/1/2019,7/1/2026,USD,8262450000,Y
BL299530,TERM,BLKCQP,350,0,0,6/20/2019,9/30/2024,USD,2600000000,N
BL299971,TERM,NASCAR,275,0,0,10/18/2019,10/18/2026,USD,1560000000,Y
BL300324,TERM,USRENA,500,0,0,6/28/2019,6/26/2026,USD,1750000000,Y
BL300596,TERM,DSPORT,325,0,0,8/23/2019,8/24/2026,USD,3950000000,Y
BL300608,TERM,TIBX,400,0,0,7/3/2019,7/3/2026,USD,1949000000,Y
BL300612,TERM,WATOPE,575,0,100,6/21/2019,6/21/2026,USD,1000000000,N
BL300812,TERM,CLGX,175,0,0,5/31/2019,5/31/2024,USD,2500000000,N
BL301560,TERM,BPL,275,0,0,11/1/2019,11/1/2026,USD,2850000000,Y
BL301737,TERM,UNSEAM,425,0,0,7/12/2019,7/12/2026,USD,2520000000,Y
BL305168,TERM,CGPHLC,450,0,0,7/20/2020,7/20/2025,USD,7525000000,Y
BL308954,TERM,GWR,200,0,0,12/30/2019,12/30/2026,USD,3150000000,Y
BL309070,TERM,PGND,350,0,0,7/25/2019,7/25/2026,USD,1680000000,#N/A N/A
BL309165,TERM,WHABRA,325,0,0,8/2/2019,8/3/2026,USD,1530000000,Y
BL309413,TERM,PIKE,325,0,100,7/24/2019,7/24/2026,USD,1516000000,Y
BL309430,TERM,IION,300,0,0,7/25/2019,12/18/2024,USD,1440635015,Y
BL310348,TERM,SBGI,250,0,0,8/13/2019,9/30/2026,USD,3285750000,Y
BL310425,TERM,PRSP,150,0,0,8/13/2019,8/31/2024,USD,3063500000,N
BL310473,DELAY-DRAW TERM,DVA,150,0,0,8/12/2019,8/12/2024,USD,5493125000,N
BL310475,TERM,DVA,225,0,0,8/12/2019,8/12/2026,USD,5500000000,N
BL311009,TERM,DIGICT,400,0,0,10/16/2019,10/16/2026,USD,1775000000,Y
BL311032,TERM,SEDGEW,400,0,0,8/22/2019,9/3/2026,USD,4105000000,Y
BL311235,TERM,CCO,350,0,0,8/23/2019,8/21/2026,USD,2175000000,Y
BL311390,TERM,ALBLLC,275,0,75,8/15/2019,8/17/2026,USD,3100000000,Y
BL311530,TERM,ASCMAT,525,0,100,8/27/2019,8/27/2026,USD,1100000000,Y
BL311626,TERM,USFOOD,200,0,0,9/13/2019,9/13/2026,USD,4334000000,Y
BL311756,TERM,ALBLLC,275,0,75,8/15/2019,11/17/2025,USD,3100000000,Y
BL312030,TERM,ACOM,425,0,0,8/27/2019,8/27/2026,USD,2204429293,Y
BL312818,TERM,ELAN,175,0,0,8/1/2020,8/1/2027,USD,5025000000,Y
BL315334,TERM,PRSESE,325,0,100,9/23/2019,9/23/2026,USD,3510000000,Y
BL315654,TERM,ON,200,0,0,9/19/2019,9/19/2026,USD,3605000000,Y
BL315984,TERM,STRATO,475,0,0,9/30/2019,9/30/2026,USD,1650000000,Y
BL316132,TERM,WYNFIN,175,0,0,9/20/2019,9/20/2024,USD,1850000000,N
BL316538,TERM,TWNK,225,0,75,10/1/2019,8/3/2025,USD,1216370000,Y
BL316584,TERM,APIGRP,250,0,0,10/1/2019,10/1/2026,USD,1750000000,Y
BL316906,TERM,CSCHLD,250,0,0,10/3/2019,4/15/2027,USD,9837500000,Y
BL317226,TERM,GDDY,175,0,0,10/3/2019,2/15/2024,USD,3189000000,Y
BL318308,TERM,VMED,250,0,0,10/15/2019,1/31/2028,USD,10245925000,Y
BL318401,TERM,MERLLN,325,0,0,11/4/2019,11/4/2026,USD,3516790000,Y
BL318776,TERM,IRDM,375,0,100,11/4/2019,11/4/2026,USD,1750000000,Y
BL319085,TERM,BERY,200,0,0,10/18/2019,10/1/2022,USD,7062035000,Y
BL319181,TERM,HBGCN,400,0,100,11/19/2019,4/25/2025,USD,4831850000,Y
BL319310,TERM,GRAGEN,375,0,100,11/7/2019,11/7/2026,USD,1500000000,N
BL319690,TERM,CHTR,175,0,#N/A N/A,10/24/2019,4/30/2025,USD,15418781393,N
BL319691,TERM,CHTR,175,0,#N/A N/A,10/24/2019,2/1/2027,USD,15418781393,N
BL320039,TERM,ABCSUP,200,0,0,10/31/2019,1/15/2027,USD,1483000000,Y
BL320194,TERM,SOPHLN,350,0,0,3/5/2020,3/5/2027,USD,2077590000,Y
BL320284,TERM,GRFSM,200,0,0,11/15/2019,11/15/2027,USD,5000000000,Y
BL320288,TERM,HELPSY,475,0,100,11/30/2019,11/30/2026,USD,1120000000,#N/A N/A
BL320420,TERM,TRUN,175,0,0,12/10/2019,11/13/2026,USD,4050000000,Y
BL320421,TERM,LPLA,175,0,0,11/12/2019,11/12/2026,USD,1820000000,Y
BL320479,TERM,CHTR,125,0,#N/A N/A,10/24/2019,2/1/2025,USD,15418781393,N
BL320561,TERM,ERT,450,0,100,2/4/2020,2/4/2027,USD,1355000000,#N/A N/A
BL320897,TERM,FCE,350,0,0,11/20/2019,12/7/2025,USD,1641000000,Y
BL321113,TERM,ALTMOU,275,0,0,11/14/2019,7/31/2024,USD,2836000000,Y
BL321238,TERM,PLAHOL,600,0,100,12/10/2019,12/10/2024,USD,2750000000,Y
BL321283,TERM,SBAC,175,0,0,11/19/2019,4/11/2025,USD,3620000000,N
BL321515,TERM,STENOR,450,0,100,12/13/2019,12/13/2026,USD,2310000000,Y
BL321651,TERM,TRUN,150,0,0,12/10/2019,12/10/2024,USD,4050000000,N
BL321673,TERM,CREART,375,0,0,11/26/2019,11/26/2026,USD,1385000000,Y
BL321912,TERM,TELSAT,275,0,0,12/6/2019,12/6/2026,USD,2059430000,Y
BL321917,TERM,USFOOD,175,0,0,11/26/2019,6/27/2023,USD,4334000000,Y
BL322048,TERM,HAMHOL,200,0,0,12/16/2019,1/2/2027,USD,1321000000,#N/A N/A
BL322278,TERM,LVLT,175,0,0,11/29/2019,3/1/2027,USD,3110500000,Y
BL323453,TERM,BERY,200,0,0,12/17/2019,7/1/2026,USD,7062035000,Y
BL323559,TERM,CHK,800,0,100,12/19/2019,6/23/2024,USD,1500000000,#N/A N/A
BL324361,TERM,PCIGAM,250,0,0,12/24/2019,5/31/2026,USD,1277000000,#N/A N/A
BL324679,TERM,CPN,225,0,0,12/20/2019,1/15/2024,USD,1532000000,Y
BL324687,TERM,FINRSK,325,0,0,12/20/2019,10/1/2025,USD,9800566750,Y
BL324896,TERM,PITRCE,137.5,0,0,12/18/2019,12/16/2024,USD,4200000000,N
BL325643,TERM,LOGM,475,0,0,8/31/2020,8/31/2027,USD,2000000000,#N/A N/A
BL326898,TERM,XPER,400,0,0,6/1/2020,6/1/2025,USD,1050000000,Y
BL327259,TERM,PRAI,150,0,0,10/28/2019,10/28/2024,USD,1750000000,N
BL328081,TERM,CISN,375,0,0,1/31/2020,1/31/2027,USD,1909850000,N
BL328151,TERM,WECHOL,300,0,75,1/17/2020,8/1/2025,USD,3231000000,#N/A N/A
BL328162,TERM,AECMAN,400,0,0,1/31/2020,1/31/2027,USD,1290000000,Y
BL328253,TERM,RGCARE,375,0,0,1/21/2020,11/16/2025,USD,4114500000,Y
BL328332,TERM,FOCS,200,0,0,1/27/2020,7/3/2024,USD,1789187324,Y
BL328400,TERM,ICECR,225,0,0,1/31/2020,1/31/2027,USD,6292410000,Y
BL328425,TERM,WHABRA,275,0,0,2/3/2020,8/3/2026,USD,1526675000,Y
BL328488,TERM,TPFIIL,375,0,100,1/23/2020,10/2/2025,USD,1443245767,N
BL328490,TERM,ZIGGO,250,0,0,1/17/2020,4/30/2028,USD,4610470000,Y
BL328496,TERM,PUGLLC,350,0,0,2/13/2020,2/13/2027,USD,2655000000,Y
BL328502,TERM,VICI,175,0,0,1/24/2020,12/22/2024,USD,3100000000,Y
BL328506,TERM,BROPAR,325,0,0,1/27/2020,1/27/2027,USD,1586000000,Y
BL328521,TERM,KND,325,0,0,1/22/2020,7/2/2025,USD,2890930000,#N/A N/A
BL328613,TERM,AAL,175,0,0,1/29/2020,1/29/2027,USD,2862500000,N
BL328625,TERM,REDVEN,250,0,0,1/27/2020,11/8/2024,USD,3034000000,N
BL328666,TERM,SPCHEM,300,0,0,1/27/2020,10/1/2025,USD,7029100000,Y
BL328698,TERM,CWCLN,225,0,0,1/24/2020,1/31/2028,USD,2135000000,Y
BL328763,TERM,ALIXPA,250,0,0,1/30/2020,4/4/2024,USD,1970090000,Y
BL328771,TERM,ARNBLE,250,0,0,1/31/2020,2/2/2027,USD,2100000000,Y
BL328790,TERM,CHHOLD,300,0,0,1/31/2020,2/5/2026,USD,2240750000,Y
BL328802,TERM,DVA,175,0,0,2/13/2020,8/12/2026,USD,5493125000,N
BL328851,TERM,LUMN,225,0,0,1/31/2020,3/15/2027,USD,8699000000,Y
BL328865,TERM,BJ,225,0,0,1/29/2020,2/3/2024,USD,1318512235,Y
BL329002,TERM,TNETBB,200,0,0,1/31/2020,4/30/2028,USD,4059500000,Y
BL329024,TERM,REYN,175,0,0,2/4/2020,2/4/2027,USD,2725000000,N
BL329025,TERM,BRIHEA,325,0,0,1/30/2020,3/5/2026,USD,2528500000,Y
BL329031,TERM,ARGIHC,275,0,100,1/29/2020,2/5/2025,USD,5625000000,Y
BL329091,TERM,DNB,400,0,0,2/10/2020,2/8/2026,USD,3380000000,Y
BL329093,TERM,IHRT,300,0,0,2/3/2020,5/1/2026,USD,2551271311,Y
BL329095,TERM,ROYPHA,175,0,0,2/11/2020,2/11/2027,USD,1260000000,N
BL329182,TERM,SSNC,175,0,0,1/31/2020,4/16/2025,USD,5449000000,Y
BL329183,TERM,SSNC,175,0,0,1/31/2020,4/16/2025,USD,5449000000,Y
BL329184,TERM,SSNC,175,0,0,1/31/2020,4/16/2025,USD,5449000000,Y
BL329204,TERM,QUIKHO,250,0,0,1/31/2020,1/31/2027,USD,2500000000,Y
BL329263,TERM,TDG,225,0,0,2/6/2020,5/30/2025,USD,8264398211,Y
BL329264,TERM,TDG,225,0,0,2/6/2020,8/22/2024,USD,8264398211,Y
BL329265,TERM,TDG,225,0,0,2/6/2020,12/9/2025,USD,8264398211,Y
BL329409,TERM,ACRISU,350,0,0,2/13/2020,2/15/2027,USD,3525000000,N
BL329410,TERM,RRR,225,0,25,2/7/2020,2/8/2027,USD,2753174118,Y
BL329414,TERM,CAR,175,0,0,2/6/2020,8/6/2027,USD,3015730000,N
BL329422,TERM,HURVTR,300,0,0,2/18/2020,2/18/2027,USD,1228500000,#N/A N/A
BL329428,TERM,NUGGET,250,0,75,2/4/2020,10/4/2023,USD,3122900000,#N/A N/A
BL329434,TERM,GDI,175,0,0,2/28/2020,2/28/2027,USD,4888332140,Y
BL329514,TERM,NFP,325,0,0,2/13/2020,2/13/2027,USD,2250000000,Y
BL329515,TERM,RADPAR,425,0,0,2/5/2020,7/9/2025,USD,1339531807,Y
BL329554,TERM,CCACN,200,0,0,2/3/2020,1/4/2025,USD,1825000000,Y
BL329681,TERM,CWK,275,0,0,1/30/2020,8/21/2025,USD,3476250000,Y
BL329701,TERM,JANSTR,300,0,0,2/7/2020,1/7/2025,USD,1588693467,N
BL329793,TERM,DEATIR,425,0,0,2/5/2020,2/5/2027,USD,1607687500,#N/A N/A
BL329900,TERM,DAEAVI,350,0,0,2/12/2020,4/8/2026,USD,2489637500,Y
BL329930,TERM,CORTNP,300,0,0,3/2/2020,3/2/2027,USD,2200000000,Y
BL329934,TERM,ACPROD,650,0,100,2/18/2020,9/2/2025,USD,1100000000,#N/A N/A
BL329992,TERM,ZAYO,300,0,0,3/9/2020,3/9/2027,USD,6329580000,Y
BL330021,TERM,ASSPAR,350,0,0,2/13/2020,2/13/2027,USD,2939500000,Y
BL330150,TERM,VIRT,300,0,0,3/2/2020,3/1/2026,USD,1975000000,N
BL330224,TERM,INFA,325,0,0,2/25/2020,2/14/2027,USD,4511360000,Y
BL330619,TERM,VSBUYR,325,0,0,2/28/2020,3/2/2027,USD,1400000000,#N/A N/A
BL330645,TERM,CITSEC,275,0,0,2/12/2020,2/27/2026,USD,2000000000,N
BL330764,TERM,MDP,250,0,0,2/19/2020,1/31/2025,USD,1822500000,Y
BL331102,TERM,TIBX,375,0,0,3/4/2020,7/3/2026,USD,2309848345,Y
BL331456,TERM,DUFPHE,375,0,100,4/9/2020,4/9/2027,USD,2384150000,Y
BL331556,TERM,RSAS,500,0,100,9/1/2020,9/1/2027,USD,1125000000,Y
BL335528,TERM,CSOD,425,0,0,4/22/2020,4/22/2027,USD,1154700000,Y
BL338278,TERM,ILLBUY,400,0,0,6/30/2020,6/30/2027,USD,1375000000,Y
BL338406,TERM,UVN,375,0,100,6/24/2020,3/24/2026,USD,7084700000,Y
BL338865,TERM,ULTI,400,0,75,7/1/2020,5/3/2026,USD,5670000000,Y
BL339093,ASSET-BASED TERM,TECD,350,0,0,6/30/2020,7/1/2025,USD,4870000000,Y
BL339513,TERM,THYELE,425,0,0,7/14/2020,7/31/2027,USD,6269730000,Y
BL341524,TERM,RYASPE,325,0,75,9/1/2020,9/1/2027,USD,1950000000,Y
BL341797,TERM,EGLPT,425,0,100,7/31/2020,7/31/2027,USD,1990000000,Y
BL341962,TERM,GRMPAC,375,0,75,8/4/2020,8/4/2027,USD,1575000000,N
BL342403,TERM,TEACLL,325,0,50,8/7/2020,10/31/2026,USD,5422050000,Y
BL342593,TERM,VERITS,550,0,100,8/20/2020,9/1/2025,USD,2227355000,Y
BL342736,TERM,ASCENS,400,0,100,8/28/2020,12/3/2026,USD,1242000000,Y
BL342869,TERM,ASPTRE,250,0,0,9/4/2020,9/4/2027,USD,2750000000,Y
BL343059,TERM,UPCB,350,0,0,8/20/2020,1/31/2029,USD,3801520000,Y
BL343060,TERM,UPCB,350,0,0,8/20/2020,1/31/2029,USD,3801520000,Y
BL344353,TERM,RADIAT,350,0,75,9/25/2020,9/25/2026,USD,3105000000,Y
BL344372,TERM,SHEARE,400,0,75,9/23/2020,9/23/2027,USD,1225000000,Y
BL344501,TERM,MIK,350,0,75,10/1/2020,10/1/2027,USD,1670000000,Y
BL530182,DELAY-DRAW TERM,F,#N/A N/A,#N/A N/A,#N/A N/A,9/16/2009,6/15/2022,USD,5937000000,N
BL705651,DELAY-DRAW TERM,IRDM,#N/A N/A,0,#N/A N/A,10/4/2010,9/30/2024,USD,1800000000,N
BL717042,TERM,OBSNAT,200,0,500,9/30/2010,11/2/2015,USD,1152449000,N
BL762233,TERM,AVYA,450,0,#N/A N/A,2/11/2011,10/26/2017,USD,3376000000,Y
BL765166,TERM,UNVR,350,0,150,2/28/2011,6/30/2017,USD,2962550000,Y
BL781540,TERM,TXU,450,0,#N/A N/A,4/7/2011,10/10/2017,USD,22636377115,N
BL787561,TERM,TXU,350,0,#N/A N/A,4/7/2011,10/10/2014,USD,22636377115,N
LN333526,REV,ENDENR,200,0,#N/A N/A,5/1/2007,1/2/2023,USD,2000000000,N
LN365372,RESERVE-BASED REV,BBEP,#N/A N/A,0,0,10/10/2006,11/19/2019,USD,1400000000,N
LN376634,ASSET-BASED REV,SOGC,200,0,#N/A N/A,11/30/2007,4/7/2016,USD,2000000000,Y
LN472360,ASSET-BASED REV,SHLD,400,0,#N/A N/A,5/21/2009,4/8/2016,USD,4275000000,N
